Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.MDV201_HN_1_174_A94742,   0.999802,     0.80,     0.67,    6.55498,    2.84607, 0, 2, 1, 7.2 
Line.MDV201_HN_2_084_B38389,    0.90711,     0.73,     0.60,     6.0854,    2.43727, 0, 2, 1, 7.2 
Line.MDV201_HN_2_875_C63670,   0.666412,     0.31,     0.25,    4.46942,    1.87579, 0, 2, 1, 7.2 
Line.MDV201_1160504ELB-1_SW,    5.53156,     1.38,     0.92,    36.4743,    15.6535, 0, 6, 1, 7.2 
Line.MDV201_1160504ELB,    5.53156,     0.28,     0.28,    36.4742,    15.6535, 0, 6, 1, 7.2 
Line.MDV201_HN_2P028_A1160489,    1.63108,     1.09,     1.09,    10.9246,     4.7042, 0, 2, 1, 7.2 
Line.MDV201_HN_2_622_C28223,    12.7838,     5.86,     4.88,    86.3101,    35.6449, 0, 14, 1, 7.2 
Line.MDV201_HN_2_842_B94740,    38.8624,    17.83,    14.83,    256.136,    102.268, 0, 57, 1, 7.2 
Line.MDV201_C_1_066_ABC8078,    89.4299,    39.92,    52.92,       1226,    507.354, 0, 259, 3, 7.2 
Line.MDV201_HN_1_173_A94739,   0.999259,     0.80,     0.67,     6.5551,    2.83637, 0, 2, 1, 7.2 
Line.MDV201_HN_1_150_C1012408,     3.4274,     1.57,     1.31,    22.9711,    9.52684, 0, 6, 1, 7.2 
Line.MDV201_C_1P022_A1160458,    29.4532,    19.64,    19.64,    194.452,    83.1319, 0, 32, 1, 7.2 
Line.MDV201_106884FUSE,    20.6594,     1.03,     0.86,    137.893,    56.7309, 0, 25, 1, 7.2 
Line.MDV201_1144243FUSE,    8.91066,     0.45,     0.37,    60.1397,    24.7761, 0, 14, 1, 7.2 
Line.MDV201_HN_2_843_B69621,    36.4014,    16.70,    13.89,    239.842,    95.7316, 0, 53, 1, 7.2 
Line.MDV201_1160472ELB-1_SW,    31.8439,     7.96,     5.31,    207.933,    82.5084, 0, 28, 1, 7.2 
Line.MDV201_1160472ELB,    31.8439,     1.59,     1.59,    207.932,    82.5073, 0, 28, 1, 7.2 
Line.MDV201_HN_2_356_C28301,     3.2757,     2.62,     2.18,    22.0993,    9.11955, 0, 6, 1, 7.2 
Line.MDV201_HN_2_666_C62312,    2.60838,     1.20,     1.00,    17.3828,    7.15846, 0, 3, 1, 7.2 
Line.MDV201_HN_2_802_B836,    31.0877,    14.26,    11.87,    206.814,    82.5312, 0, 33, 1, 7.2 
Line.MDV201_HN_1_210_A28279,    3.57348,     2.86,     2.38,    23.4686,    10.1283, 0, 7, 1, 7.2 
Line.MDV201_HN_2_616_ABC28226,    97.4022,    21.50,    17.90,    1318.03,    545.426, 0, 245, 3, 7.2 
Line.MDV201_HN_2_212_C14834,    14.6631,    11.73,     9.78,    99.2382,    40.9112, 0, 22, 1, 7.2 
Line.MDV201_HN_1_154_C89826,    1.82688,     0.84,     0.70,    12.2772,    4.99468, 0, 3, 1, 7.2 
Line.MDV201_HN_2_393_ABC63659,    312.063,    50.41,    42.00,    5030.37,    2107.42, 0, 970, 3, 7.2 
Line.MDV201_HN_2_911_C44579,  0.0280724,     0.02,     0.01,   0.140686,   0.145412, 0, 1, 1, 7.2 
Line.MDV201_HN_2_030_ABC62265,     87.511,    25.89,    21.55,    1123.62,     474.16, 0, 199, 3, 7.2 
Line.MDV201_HN_2_638_C28237,    1.41172,     0.65,     0.54,     9.5426,    3.91261, 0, 2, 1, 7.2 
Line.MDV201_DA_8_946_B56776,    2.10084,     0.96,     0.80,    14.0843,    5.59475, 0, 1, 1, 7.2 
Line.MDV201_HN_2_352_ABC69623,    34.8711,    16.00,    13.31,    312.022,    129.448, 0, 83, 3, 7.2 
Line.MDV201_HN_2_793_ABC1023346_SW,    388.011,    97.00,    64.67,    7366.31,     3215.9, 0, 1379, 3, 7.2 
Line.MDV201_HN_2_793_ABC1023346,    388.011,    62.68,    52.22,    7365.91,     3215.5, 0, 1379, 3, 7.2 
Line.MDV201_108774FUSE,    2.09995,     0.10,     0.09,    14.0847,    5.57775, 0, 1, 1, 7.2 
Line.MDV201_DA_8_786_B1144236,    27.5039,    22.00,    18.34,    184.051,    73.4471, 0, 36, 1, 7.2 
Line.MDV201_HN_2_492_C8123,    3.67689,     2.26,     1.88,    24.7942,     10.268, 0, 2, 1, 7.2 
Line.MDV201_HN_2_848_B14854,    28.1383,    12.91,    10.74,    185.246,    73.8563, 0, 41, 1, 7.2 
Line.HN_2P014_SW,    11.6516,     2.91,     1.94,    75.9742,    30.2628, 0, 10, 1, 7.2 
Line.MDV201_39754ELB,    11.6516,     0.58,     0.58,    75.9741,    30.2626, 0, 10, 1, 7.2 
Line.MDV201_1023343FUSE,    1.21507,     0.06,     0.05,    8.07842,    3.29475, 0, 1, 1, 7.2 
Line.MDV201_HN_2P026_A1010728,     1.6279,     1.09,     1.09,    10.9247,     4.6453, 0, 2, 1, 7.2 
Line.MDV201_HN_2_535_C8140,    9.72281,     5.96,     4.96,     65.435,    26.9753, 0, 15, 1, 7.2 
Line.MDV201_106883FUSE,    60.5174,     3.03,     2.52,    403.673,    167.087, 0, 63, 1, 7.2 
Line.MDV201_HN_2_408_ABC63655,    384.504,    62.12,    51.75,     7154.1,    3028.36, 0, 1342, 3, 7.2 
Line.MDV201_HN_2_849_B94730,    19.4513,     8.92,     7.42,    128.033,    51.0333, 0, 29, 1, 7.2 
Line.MDV201_104355FUSE,    4.39909,     0.22,     0.18,     29.577,    11.7501, 0, 6, 1, 7.2 
Line.MDV201_DA_8_053_A63763,  0.0647726,     0.05,     0.04,   0.411802,   0.219783, 0, 1, 1, 7.2 
Line.MDV201_HN_21040_C39772,    1.15697,     0.53,     0.44,     7.7398,    3.17847, 0, 1, 1, 7.2 
Line.MDV201_HN_2_672_C62308,     6.7394,     3.09,     2.57,    44.7341,    18.8345, 0, 6, 1, 7.2 
Line.MDV201_HN_2_643_A28241,    16.9125,     7.76,     6.46,    112.407,    48.5567, 0, 23, 1, 7.2 
Line.MDV201_DA_8_204_C46404,    24.2526,    19.40,    16.17,    160.633,    66.1003, 0, 32, 1, 7.2 
Line.MDV201_HN_1_178_C69653,    2.52113,     1.55,     1.29,    16.9306,    6.96197, 0, 6, 1, 7.2 
Line.MDV201_HN_2_360_ABC8165,     123.46,    36.53,    30.41,    1798.25,    754.107, 0, 308, 3, 7.2 
Line.MDV201_HN_2_606_A8132,    2.47264,     1.52,     1.26,    16.3337,     7.1732, 0, 5, 1, 7.2 
Line.MDV201_HN_2_810_ABC63685,    388.015,    62.68,    52.22,    7349.01,    3157.46, 0, 1379, 3, 7.2 
Line.MDV201_HN_2_602_A8151,    20.8812,    12.81,    10.65,    138.389,    60.1756, 0, 37, 1, 7.2 
Line.MDV201_HN_2_147_C14840,    3.38776,     2.71,     2.26,    22.9199,    9.41833, 0, 6, 1, 7.2 
Line.MDV201_HN_2_461_C62251,    6.39803,     2.93,     2.44,    42.6823,    17.5563, 0, 8, 1, 7.2 
Line.MDV201_HN_2_527_C8153,    3.54551,     2.18,     1.81,    23.8618,    9.80203, 0, 5, 1, 7.2 
Line.MDV201_HN_2_635_AC63666,    37.3732,    17.14,    14.26,    375.076,    159.807, 0, 67, 2, 7.2 
Line.MDV201_C_1P032_A1160490,  0.0154502,     0.01,     0.01, -1.6313E-007,  -0.110859, 0, 0, 1, 7.2 
Line.MDV201_1011953FUSE,   0.709434,     0.04,     0.03,    14.0156,    6.01902, 0, 3, 3, 7.2 
Line.MDV201_HN_1_450_B52513,    6.83215,     4.19,     3.49,    45.0589,    18.0385, 0, 8, 1, 7.2 
Line.MDV201_HN_2_062_C28277,   0.759003,     0.47,     0.39,    5.07765,    2.11013, 0, 1, 1, 7.2 
Line.MDV201_HN_2_854_B39586,    5.10514,     2.34,     1.95,    33.5756,    13.4079, 0, 7, 1, 7.2 
Line.MDV201_HN_2_458_B39599,    1.56786,     0.96,     0.80,    10.3677,     4.1393, 0, 2, 1, 7.2 
Line.MDV201_C_1P034_A1160492,    11.1853,     7.46,     7.46,    73.6764,    31.5694, 0, 12, 1, 7.2 
Line.MDV201_1160484ELB-1_SW,    11.6488,     2.91,     1.94,    75.9775,    30.2097, 0, 10, 1, 7.2 
Line.MDV201_1160484ELB,    11.6488,     0.58,     0.58,    75.9774,    30.2096, 0, 10, 1, 7.2 
Line.MDV201_C_1_124_ABC69481,     12.707,     2.05,     1.71,    94.0318,      37.71, 0, 16, 3, 7.2 
Line.MDV201_1160461ELB-1_SW,    20.4329,     5.11,     3.41,    134.914,    57.5088, 0, 24, 1, 7.2 
Line.MDV201_1160461ELB,    20.4329,     1.02,     1.02,    134.914,    57.5083, 0, 24, 1, 7.2 
Line.MDV201_106882FUSE,   0.907091,     0.05,     0.04,     6.0854,    2.43692, 0, 2, 1, 7.2 
Line.MDV201_HN_2_410_A819,    3.39435,     2.08,     1.73,    22.7057,    9.79685, 0, 5, 1, 7.2 
Line.MDV201_HN_2_336_B8196,    2.23179,     1.37,     1.14,    14.5865,    5.85818, 0, 3, 1, 7.2 
Line.MDV201_HN_2_678_C62304,    3.10205,     1.42,     1.18,    20.6559,    8.48636, 0, 3, 1, 7.2 
Line.MDV201_HN_2_649_A28248,    8.07739,     3.71,     3.08,     53.693,    23.1593, 0, 10, 1, 7.2 
Line.MDV201_C_1_267_ABC8074,    89.4304,    39.92,    52.92,    1225.62,    507.049, 0, 259, 3, 7.2 
Line.MDV201_HN_2_067_ABC14836,    97.4119,    28.82,    23.99,    787.198,    318.522, 0, 148, 3, 7.2 
Line.MDV201_HN_2_031_ABC62264,    87.5104,    25.89,    21.55,       1145,     482.86, 0, 202, 3, 7.2 
Line.MDV201_HN_2_816_ABC14879,    97.4049,    28.82,    23.99,    919.861,    378.498, 0, 174, 3, 7.2 
Line.MDV201_HN_1_401_A39574,   0.254944,     0.16,     0.13,    1.67796,   0.710797, 0, 1, 1, 7.2 
Line.MDV201_HN_2_537_C8094,     8.9455,     5.49,     4.56,    60.1948,    24.8235, 0, 14, 1, 7.2 
Line.MDV201_HN_2_915_ABC39576,    35.0602,    16.08,    13.38,    429.775,    177.252, 0, 106, 3, 7.2 
Line.MDV201_HN_1_166_A39571,    5.97652,     4.78,     3.98,    39.2507,    16.8984, 0, 8, 1, 7.2 
Line.MDV201_HN_2_229_ABC8126,    22.0477,     9.84,    13.05,    162.951,     70.258, 0, 45, 3, 7.2 
Line.MDV201_C_1_069_ABC69484,    88.2762,    14.26,    11.88,    1069.85,    439.584, 0, 232, 3, 7.2 
Line.MDV201_102184FUSE,   0.975567,     0.05,     0.04,    6.53566,    2.66924, 0, 1, 1, 7.2 
Line.HN_2P012_SW,    15.6474,     3.91,     2.61,    102.078,     40.548, 0, 15, 1, 7.2 
Line.MDV201_39759ELB,    15.6474,     0.78,     0.78,    102.078,    40.5477, 0, 15, 1, 7.2 
Line.MDV201_HN_2_531_C857,    10.3449,     6.35,     5.28,    69.6119,    28.6642, 0, 14, 1, 7.2 
Line.MDV201_HN_2_861_C39629,    3.64807,     1.67,     1.39,    24.5309,    10.0944, 0, 4, 1, 7.2 
Line.MDV201_1144254FUSE,    1.38014,     0.07,     0.06,    9.28213,    3.71416, 0, 2, 1, 7.2 
Line.MDV201_HN_2_487_C8099,    10.2318,     6.28,     5.22,    69.0694,    28.4637, 0, 11, 1, 7.2 
Line.MDV201_HN_2_489_C8104,    7.89732,     4.84,     4.03,    53.2963,    21.9797, 0, 8, 1, 7.2 
Line.MDV201_HN_1_455_A94736,   0.998652,     0.80,     0.67,    6.55524,     2.8255, 0, 2, 1, 7.2 
Line.MDV201_DA_8_674_A6597,    18.8728,    11.58,     9.63,    124.472,    53.8704, 0, 22, 1, 7.2 
Line.MDV201_DA_8_918_A56770,    48.9722,    22.46,    18.69,     322.46,    139.932, 0, 42, 1, 7.2 
Line.MDV201_HN_2_068_ABC14845,    97.4113,    28.82,    23.99,    796.957,    323.035, 0, 150, 3, 7.2 
Line.MDV201_HN_2_706_C52532,    26.1298,    11.99,     9.97,    176.466,    72.8962, 0, 34, 1, 7.2 
Line.MDV201_HN_2_655_A14863,    4.38826,     2.01,     1.67,    29.1529,    12.5968, 0, 7, 1, 7.2 
Line.MDV201_1000983FUSE,    49.1892,     2.46,     2.05,    323.932,    140.637, 0, 43, 1, 7.2 
Line.MDV201_HN_2_117_ABC28284,    22.5342,    10.34,     8.60,    212.019,    87.9407, 0, 56, 3, 7.2 
Line.MDV201_DA_8_936_ABC67891, 0.00422596,     0.00,     0.00, 2.29133E-010, -0.0844294, 0, 0, 3, 7.2 
Line.MDV201_HN_2_937_B14993,    15.8951,     9.75,     8.11,    103.776,    41.3987, 0, 21, 1, 7.2 
Line.MDV201_DA_8_697_B46390,    3.08343,     1.89,     1.57,    20.5982,    8.19599, 0, 4, 1, 7.2 
Line.MDV201_HN_2_656_A14864,    5.46197,     2.51,     2.08,    36.2874,    15.6813, 0, 8, 1, 7.2 
Line.MDV201_HN_2_813_ABC63654,    139.728,    41.34,    34.42,    2098.26,     889.64, 0, 368, 3, 7.2 
Line.MDV201_HN_2_428_B812,    13.3286,     8.18,     6.80,    89.4828,    35.6424, 0, 19, 1, 7.2 
Line.MDV201_HN_2_228_ABC810,    158.373,    34.96,    29.11,    2784.03,     1159.8, 0, 548, 3, 7.2 
Line.MDV201_100479FUSE,    8.37819,     0.42,     0.35,    56.5341,    23.3272, 0, 10, 1, 7.2 
Line.MDV201_DA_8_729_C74452,    5.39456,     3.31,     2.75,    35.6436,     14.705, 0, 8, 1, 7.2 
Line.HN_2P010_SW,    23.7565,     5.94,     3.96,    155.009,    61.6098, 0, 22, 1, 7.2 
Line.MDV201_15004ELB,    23.7565,     1.19,     1.19,    155.009,    61.6092, 0, 22, 1, 7.2 
Line.MDV201_C_1_403_A21649,    11.0066,     6.75,     5.62,    72.8325,    31.7363, 0, 21, 1, 7.2 
Line.MDV201_HN_2_722_C52525,    1.15371,     0.53,     0.44,    7.78474,    3.20952, 0, 1, 1, 7.2 
Line.MDV201_106261FUSE,    20.2071,     1.01,     0.84,    133.631,    55.0131, 0, 27, 1, 7.2 
Line.MDV201_C_1_407_A8136,    5.45994,     3.35,     2.79,    36.1563,    15.6488, 0, 9, 1, 7.2 
Line.MDV201_HN_2_872_C63667,    22.0352,    10.11,     8.41,    148.186,    61.1718, 0, 25, 1, 7.2 
Line.MDV201_100475FUSE,    1.35036,     0.07,     0.06,    9.11492,    3.81829, 0, 3, 1, 7.2 
Line.MDV201_DA_8_727_C39744,    20.2073,    12.40,    10.31,     133.62,    55.0085, 0, 27, 1, 7.2 
Line.MDV201_DA_8_257_ABC88677,   0.474804,     0.10,     0.09,    5.31234,    2.11252, 0, 2, 3, 7.2 
Line.MDV201_103730FUSE,    1.56771,     0.08,     0.07,    10.3677,    4.13642, 0, 2, 1, 7.2 
Line.MDV201_1160476ELB-1_SW,    28.1926,     7.05,     4.70,    184.042,    73.0617, 0, 25, 1, 7.2 
Line.MDV201_1160476ELB,    28.1926,     1.41,     1.41,    184.042,    73.0609, 0, 25, 1, 7.2 
Line.MDV201_HN_2_712_A63678,     4.0102,     2.46,     2.05,    26.6757,    11.5042, 0, 6, 1, 7.2 
Line.MDV201_HN_2_661_C62248,    2.67134,     1.23,     1.02,     17.817,    7.33184, 0, 2, 1, 7.2 
Line.MDV201_HN_2_924_C28267,   0.975789,     0.60,     0.50,    6.53563,    2.67347, 0, 1, 1, 7.2 
Line.MDV201_1144244FUSE,    1.24807,     0.06,     0.05,    8.25938,    3.32671, 0, 2, 1, 7.2 
Line.MDV201_HN_2_465_C62233,    16.9322,     7.77,     6.46,    112.997,     46.477, 0, 20, 1, 7.2 
Line.MDV201_HN_2_943_C89813,    13.3047,     8.16,     6.79,     88.528,    36.5183, 0, 14, 1, 7.2 
Line.MDV201_DA_8_971_C46408,   0.879586,     0.32,     0.27,    5.83087,    2.38495, 0, 1, 1, 7.2 
Line.MDV201_HN_2_663_C62247,    52.3157,    24.00,    19.97,    348.582,    144.455, 0, 55, 1, 7.2 
Line.MDV201_HN_2_934_B15006,    29.2605,    17.95,    14.93,    191.106,     76.401, 0, 36, 1, 7.2 
Line.MDV201_HN_1_170_A94727,    1.82111,     1.46,     1.21,    11.9452,    5.17365, 0, 4, 1, 7.2 
Line.MDV201_HN_2_085_ABC38388,    121.942,    36.08,    30.03,    1757.59,    736.617, 0, 301, 3, 7.2 
Line.MDV201_HN_2_877_C63672,    12.6285,     5.79,     4.82,    84.9066,    35.0198, 0, 14, 1, 7.2 
Line.C_1P037_SW,    19.3015,     4.83,     3.22,    127.166,    54.4927, 0, 22, 1, 7.2 
Line.MDV201_8076ELB,    19.3015,     0.97,     0.97,    127.166,    54.4923, 0, 22, 1, 7.2 
Line.MDV201_1149715FUSE,   0.885925,     0.04,     0.04,     5.8599,    2.34467, 0, 2, 1, 7.2 
Line.MDV201_HN_2_609_C28278, 0.000860348,     0.00,     0.00, -8.75306E-011, -0.00623281, 0, 0, 1, 7.2 
Line.MDV201_HN_2_624_C14866,    5.42873,     2.49,     2.07,    36.6661,    15.0853, 0, 7, 1, 7.2 
Line.MDV201_DA_8_158_C58433,    33.7901,    27.03,    22.53,    224.387,     92.351, 0, 43, 1, 7.2 
Line.MDV201_1000988FUSE,   0.652163,     0.03,     0.03,    4.36159,    1.72713, 0, 1, 1, 7.2 
Line.MDV201_HN_2_760_ABC28208,   0.394753,     0.24,     0.20,     7.8232,    3.29155, 0, 3, 3, 7.2 
Line.MDV201_C_1P029_A1160456,    8.53137,     5.69,     5.69,    56.3156,    24.0099, 0, 11, 1, 7.2 
Line.MDV201_DA_8_920_A56783,    4.88662,     2.24,     1.87,    32.1528,    13.9527, 0, 4, 1, 7.2 
Line.MDV201_1010740FUSE,    1.32086,     0.07,     0.07,     8.7028,    3.78727, 0, 1, 1, 7.2 
Line.MDV201_HN_2_183_ABC62261,    1.49422,     0.69,     0.57,    9.90202,    4.16992, 0, 2, 3, 7.2 
Line.MDV201_HN_2_146_ABC63663,    97.3971,    21.50,    17.90,    1829.96,    767.238, 0, 340, 3, 7.2 
Line.MDV201_HN_2_720_C14849,    4.92475,     2.26,     1.88,    33.2197,    13.7306, 0, 6, 1, 7.2 
Line.MDV201_HN_2_668_C44578,  0.0273404,     0.01,     0.01,   0.140686,   0.137976, 0, 1, 1, 7.2 
Line.MDV201_HN_2_932_B6570,     31.722,    19.46,    16.18,    207.257,    82.8555, 0, 39, 1, 7.2 
Line.MDV201_HN_2_416_A844,    11.8018,     7.24,     6.02,    78.9806,    34.0628, 0, 17, 1, 7.2 
Line.MDV201_DA_7_167_C39741,    1.58665,     1.27,     1.06,    10.4991,    4.30293, 0, 2, 1, 7.2 
Line.MDV201_1144259FUSE,    28.5475,     1.43,     1.19,    295.401,    123.581, 0, 59, 2, 7.2 
Line.MDV201_HN_2_950_C8190,    6.09348,     2.80,     2.33,    40.5369,    16.7254, 0, 6, 1, 7.2 
Line.MDV201_1160482ELB-1_SW,    4.49776,     1.12,     0.75,    29.3446,    11.6346, 0, 4, 1, 7.2 
Line.MDV201_1160482ELB,    4.49776,     0.22,     0.22,    29.3445,    11.6346, 0, 4, 1, 7.2 
Line.MDV201_HN_2_669_C89789,    42.7502,    19.61,    16.32,    284.687,    117.863, 0, 44, 1, 7.2 
Line.MDV201_HN_2_940_B39775,    8.62478,     5.29,     4.40,    56.2783,    22.4812, 0, 11, 1, 7.2 
Line.MDV201_HN_2_101_ABC69487,    73.0794,    33.52,    27.89,    959.071,    394.941, 0, 213, 3, 7.2 
Line.MDV201_HN_2_231_ABC28199,    1.01565,     0.45,     0.60,    16.6913,    6.85497, 0, 5, 3, 7.2 
Line.MDV201_HN_2_795_ABC788,    388.012,    62.68,    52.22,    7360.63,    3197.91, 0, 1379, 3, 7.2 
Line.MDV201_HN_1_278_C89797,   0.478874,     0.29,     0.24,    3.20932,    1.32935, 0, 1, 1, 7.2 
Line.MDV201_DA_7_205_C39749,    1.20028,     0.96,     0.80,    7.94434,    3.24958, 0, 1, 1, 7.2 
Line.MDV201_805FUSE,      24.47,     1.22,     1.02,     164.38,    65.5458, 0, 32, 1, 7.2 
Line.MDV201_HN_2_069_ABC14841,    97.4105,    28.82,    23.99,    797.219,    323.466, 0, 150, 3, 7.2 
Line.MDV201_HN_2_327_B62296,   0.587097,     0.27,     0.22,    3.88925,    1.55483, 0, 1, 1, 7.2 
Line.MDV201_HN_2_896_B52516,    13.6777,     8.39,     6.98,    90.2367,    36.1149, 0, 17, 1, 7.2 
Line.MDV201_99414FUSE,     31.722,     1.59,     1.59,    207.257,    82.8555, 0, 39, 1, 7.2 
Line.MDV201_HN_2_632_C28235,    14.3666,     6.59,     5.48,    96.9684,    40.1455, 0, 16, 1, 7.2 
Line.MDV201_DA_8_493_A74432,    2.09189,     0.96,     0.80,    13.7605,    6.02291, 0, 2, 1, 7.2 
Line.MDV201_DA_8_679_A56772,    2.92794,     1.80,     1.49,    19.2999,    8.34845, 0, 3, 1, 7.2 
Line.MDV201_HN_2_730_B14851,   0.647019,     0.40,     0.33,    4.34861,    1.74844, 0, 1, 1, 7.2 
Line.MDV201_HN_2_094_ABC51012,    139.732,    41.34,    34.42,    1973.89,    830.816, 0, 343, 3, 7.2 
Line.MDV201_1149722FUSE,  0.0277342,     0.00,     0.00, 3.07467E-005,  -0.200031, 0, 0, 1, 7.2 
Line.MDV201_HN_2_221_B8169,    2.06307,     1.65,     1.38,    13.8633,    5.52081, 0, 3, 1, 7.2 
Line.MDV201_HN_2_674_C62310,    31.0635,    14.25,    11.86,    206.836,    85.2618, 0, 33, 1, 7.2 
Line.MDV201_HN_2_938_B14992,    14.9222,     9.15,     7.61,    97.4144,    38.8479, 0, 19, 1, 7.2 
Line.SW-HN_2_393_SW,    255.766,    63.94,    42.63,    4650.15,    1951.82, 0, 893, 3, 7.2 
Line.MDV201_107109USD,    255.766,    12.79,    10.66,    4649.99,    1951.66, 0, 893, 3, 7.2 
Line.MDV201_DA_8_804_ABC88656,    3.92514,     0.87,     0.72,    45.3763,     18.785, 0, 9, 3, 7.2 
Line.MDV201_HN_2_517_AC1144258,    28.5475,    17.51,    14.57,    295.401,    123.581, 0, 59, 2, 7.2 
Line.MDV201_HN_2_956_B39753,    1.65044,     1.01,     0.84,    10.7724,    4.29916, 0, 3, 1, 7.2 
Line.MDV201_HN_2_165_C39776,    7.83527,     6.27,     5.22,    52.4024,    21.5908, 0, 14, 1, 7.2 
Line.MDV201_HN_2_675_C89783,    19.1656,     8.79,     7.32,    127.561,     52.625, 0, 20, 1, 7.2 
Line.MDV201_HN_2_947_C8175,    3.72211,     1.71,     1.42,    24.7475,     10.247, 0, 4, 1, 7.2 
Line.MDV201_DA_8_923_A56785,    36.1152,    16.57,    13.78,    237.588,    103.067, 0, 31, 1, 7.2 
Line.MDV201_HN_2_524_C858,    8.06486,     4.95,     4.11,     54.264,    22.3534, 0, 10, 1, 7.2 
Line.MDV201_HN_2_637_C28240,    3.83955,     1.76,     1.47,    25.9484,    10.6559, 0, 5, 1, 7.2 
Line.MDV201_C_1_387_A8097,    13.7728,     8.45,     7.03,    91.0476,    39.1515, 0, 17, 1, 7.2 
Line.MDV201_102185FUSE,    5.24629,     0.26,     0.22,    34.4195,    14.9701, 0, 12, 1, 7.2 
Line.MDV201_DA_8_152_ABC74420,    38.0071,    11.24,     9.36,    504.157,    205.888, 0, 103, 3, 7.2 
Line.MDV201_HN_2_310_A39613,    6.86537,     5.49,     4.58,    45.1444,    19.4278, 0, 8, 1, 7.2 
Line.MDV201_HN_2_196_C102187,    19.6291,     0.98,     0.82,    131.506,    54.2046, 0, 33, 1, 7.2 
Line.MDV201_HN_2_804_B39625,    26.7441,    12.27,    10.21,    177.851,    70.9545, 0, 27, 1, 7.2 
Line.MDV201_C_1P028_A1160454,    12.3745,     8.25,     8.25,    81.6392,    34.9366, 0, 15, 1, 7.2 
Line.MDV201_HN_2P054_C1163442,  0.0136446,     0.01,     0.01, 3.98106E-006, -0.0984108, 0, 0, 1, 7.2 
Line.MDV201_1160466ELB-1_SW,    17.1272,     4.28,     2.85,    112.857,     48.317, 0, 19, 1, 7.2 
Line.MDV201_1160466ELB,    17.1272,     0.86,     0.86,    112.857,    48.3167, 0, 19, 1, 7.2 
Line.MDV201_DA_8_159_ABC58426,    3.92417,     0.87,     0.72,    62.3245,    25.6826, 0, 14, 3, 7.2 
Line.MDV201_HN_2_629_C28229,    6.29665,     2.89,     2.40,    42.4802,    17.6133, 0, 6, 1, 7.2 
Line.MDV201_HN_2_376_ABC28193,    1.01693,     0.45,     0.60,    16.6911,     6.9249, 0, 5, 3, 7.2 
Line.MDV201_HN_2_431_B789,    6.78376,     4.16,     3.46,    45.5313,    18.1353, 0, 10, 1, 7.2 
Line.MDV201_HN_2_610_A8130,    3.64075,     2.23,     1.86,    24.0571,    10.5482, 0, 7, 1, 7.2 
Line.MDV201_HN_2_682_A39565,    3.96763,     2.43,     2.02,    26.3872,    11.3796, 0, 5, 1, 7.2 
Line.MDV201_HN_2_944_C44577,    13.3049,     8.16,     6.79,    88.5232,    36.5183, 0, 14, 1, 7.2 
Line.MDV201_DA_8_693_B88665,    2.45994,     1.51,     1.26,    16.4345,    6.53818, 0, 3, 1, 7.2 
Line.MDV201_C_1_067_ABC8072,    89.4311,    39.92,    52.92,    1225.06,     506.59, 0, 259, 3, 7.2 
Line.C_1P036_SW,    17.1337,     4.28,     2.86,    112.842,    48.4279, 0, 19, 1, 7.2 
Line.MDV201_8077ELB,    17.1337,     0.86,     0.86,    112.842,    48.4277, 0, 19, 1, 7.2 
Line.MDV201_HN_2_966_A63718,    13.3804,     8.21,     6.83,    89.0037,     38.419, 0, 17, 1, 7.2 
Line.MDV201_1160491ELB-1_SW,    6.09049,     1.52,     1.02,    40.1448,    17.1157, 0, 6, 1, 7.2 
Line.MDV201_1160491ELB,    6.09049,     0.30,     0.30,    40.1448,    17.1157, 0, 6, 1, 7.2 
Line.MDV201_HN_2_683_A39601,    1.45792,     0.89,     0.74,     9.6953,    4.18227, 0, 2, 1, 7.2 
Line.MDV201_HN_2_953_B14996,    7.94296,     4.87,     4.05,    51.7991,    20.8246, 0, 9, 1, 7.2 
Line.MDV201_HN_2_281_A8186,     1.0789,     0.86,     0.72,    7.17172,    3.08101, 0, 2, 1, 7.2 
Line.MDV201_HN_2_456_ABC62242,    87.5087,    25.89,    21.55,    1322.57,    555.987, 0, 232, 3, 7.2 
Line.MDV201_HN_2_126_C63704,   0.544453,     0.33,     0.28,    3.64108,    1.59118, 0, 1, 1, 7.2 
Line.MDV201_DA_8_935_ABC107782, 0.00197211,     0.00,     0.00, 4.23216E-010, -0.0394004, 0, 0, 3, 7.2 
Line.MDV201_C_1P035_A1160496,    15.4932,    10.33,    10.33,    102.046,    43.7696, 0, 17, 1, 7.2 
Line.MDV201_105409FUSE,    97.4044,     4.87,     4.06,    945.569,    389.486, 0, 178, 3, 7.2 
Line.SW-C_1_268_SW,    88.2761,    22.07,    14.71,    1069.86,    439.601, 0, 232, 3, 7.2 
